Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Inbound/Outbound,Mode of Transportation,Seizure Type,Category,Event ID,Quantity Seized
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5569925522.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8273942912.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9004673781.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5351409115.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1281491433.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,3457520958.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2835982189.0,39.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,6641011923.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2131700404.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,7990460914.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,6486876421.0,7.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8325398727.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,6295724893.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4503458056.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,181110756.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,5730144111.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1666437923.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,5221432513.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,6314032422.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8663239814.0,4.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,3891556467.0,5.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,832268847.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2629831061.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,7096489151.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9639807073.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1327738281.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,5055090412.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,7568715401.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4734526231.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,5657806799.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2278886354.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4213310881.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,3296423855.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8813018301.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4533030767.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4460291946.0,7.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,746610025.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,3777351296.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4278350482.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9144822727.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4077229606.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,7835614793.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2595703769.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8617113569.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,6158600785.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,684395595.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2577308898.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1454351298.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,7933784425.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8865511452.0,9.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1327845085.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1327845085.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9713542089.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,7402562471.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4776536662.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8337646148.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,5184269253.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5347010894.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2555197002.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1853898421.0,4.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Magazine,8181378949.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9609396029.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Magazine,2058575761.0,5.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Vest Body Armor,1591816898.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Vest Body Armor,637613289.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Vest Body Armor,5865897052.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Vest Body Armor,2758002792.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Portland Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,5496635074.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Portland Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1863567732.0,10.0
2023,FEB,Office of Field Operations,Northern Border,Portland Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,436389626.0,6.0
2023,FEB,Office of Field Operations,Northern Border,Portland Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9144564103.0,975.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,San Francisco Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9813407485.0,8.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,San Francisco Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8750616447.0,8.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Houston Field Office,OTHER,Air,Weapons,Handgun,9944423595.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Houston Field Office,OTHER,Air,Weapons,Long Arm,9944423595.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Houston Field Office,OTHER,Air,Ammunition & Gun Parts,Case,9944423595.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Houston Field Office,OTHER,Air,Ammunition & Gun Parts,Magazine,9944423595.0,4.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Houston Field Office,OTHER,Air,Ammunition & Gun Parts,Vest Body Armor,9944423595.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New Orleans Field Office,OTHER,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8868273422.0,12.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Atlanta Field Office,OUTBOUND,Air,Weapons,Handgun,8318111792.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Magazine,6449677916.0,14.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Scope,5601565503.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Ammunition,5202059657.0,20.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Scope,3474221751.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,150634293.0,2.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8358488772.0,5.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8690574151.0,8.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9778225653.0,8.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Magazine,1934017049.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,7331369035.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Magazine,6865545446.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Scope,392895201.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9438539809.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Magazine,9553327631.0,41.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Magazine,9089427769.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Magazine,9521116079.0,7.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Miami Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Magazine,3851353304.0,3.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,New York Field Office,OUTBOUND,Air,Ammunition & Gun Parts,Scope,944409287.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Boston Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,3019151539.0,24.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,364060052.0,7.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,INBOUND,Land,Weapons,Handgun,364060052.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,364060052.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,1151176931.0,455.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,INBOUND,Land,Weapons,Handgun,1151176931.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,1151176931.0,3.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,INBOUND,Land,Ammunition & Gun Parts,Case,6447563041.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,1214950605.0,6.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,INBOUND,Land,Weapons,Handgun,1214950605.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,1214950605.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,8632604377.0,6.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,INBOUND,Land,Weapons,Handgun,8632604377.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,8632604377.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,El Paso Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,1421032879.0,16.0
2023,FEB,Office of Field Operations,Southwest Border,El Paso Field Office,INBOUND,Land,Weapons,Handgun,1421032879.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,El Paso Field Office,INBOUND,Land,Weapons,Handgun,1421032879.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,El Paso Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,1421032879.0,2.0
2023,FEB,Office of Field Operations,Southwest Border,El Paso Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,3579395795.0,10.0
2023,FEB,Office of Field Operations,Southwest Border,El Paso Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,3400597572.0,41.0
2023,FEB,Office of Field Operations,Southwest Border,El Paso Field Office,INBOUND,Land,Weapons,Handgun,3400597572.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,El Paso Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,3400597572.0,2.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,3109997493.0,47.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Weapons,Handgun,3109997493.0,2.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Weapons,Long Arm,3109997493.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,3109997493.0,4.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,7775248636.0,15.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Weapons,Handgun,7775248636.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,7775248636.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,498983096.0,6.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2795541734.0,5.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Weapons,Handgun,5198348305.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Weapons,Handgun,8450651861.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,5444716688.0,80.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Weapons,Handgun,3526623326.0,2.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,3526623326.0,2.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,5937430251.0,7.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,INBOUND,Land,Weapons,Long Arm,5937430251.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,San Diego Field Office,INBOUND,Land,Ammunition & Gun Parts,Magazine,5375743706.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,San Diego Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,7379303189.0,4.0
2023,FEB,Office of Field Operations,Southwest Border,San Diego Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,475214057.0,42.0
2023,FEB,Office of Field Operations,Southwest Border,San Diego Field Office,INBOUND,Land,Ammunition & Gun Parts,Ammunition,2299568478.0,17.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,OTHER,Land,Ammunition & Gun Parts,Ammunition,2935690137.0,8.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,OTHER,Land,Weapons,Handgun,2935690137.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,Laredo Field Office,OTHER,Land,Ammunition & Gun Parts,Magazine,2935690137.0,1.0
2023,FEB,Office of Field Operations,Southwest Border,San Diego Field Office,OTHER,Land,Ammunition & Gun Parts,Ammunition,2500083089.0,17.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Tampa Field Office,OTHER,Land,Weapons,Handgun,5135856736.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Tampa Field Office,OTHER,Land,Weapons,Handgun,5135856736.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Tampa Field Office,OTHER,Land,Weapons,Long Arm,5135856736.0,1.0
2023,FEB,Office of Field Operations,Central/Coastal/Other,Tampa Field Office,OTHER,Land,Weapons,Long Arm,5135856736.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1787087847.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Weapons,Handgun,5571781464.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,5134308752.0,10.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Weapons,Handgun,5134308752.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,5134308752.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,7827290436.0,7.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Weapons,Handgun,7827290436.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,7827290436.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,7853706438.0,31.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Weapons,Handgun,7853706438.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,7853706438.0,2.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,5272715967.0,16.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Weapons,Handgun,5272715967.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,5272715967.0,2.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,1256388258.0,7.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Weapons,Handgun,1256388258.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,1256388258.0,2.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,779309431.0,31.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Weapons,Handgun,779309431.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,779309431.0,2.0
2023,FEB,Office of Field Operations,Northern Border,Buffalo Field Office,OUTBOUND,Land,Weapons,Long Arm,6987813242.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,6349141379.0,7.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Weapons,Handgun,6349141379.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,6349141379.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,2518616114.0,13.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Weapons,Handgun,2518616114.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,2518616114.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,277154151.0,10.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Weapons,Handgun,277154151.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,277154151.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,1656534881.0,15.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Weapons,Handgun,1656534881.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,1656534881.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,5196276968.0,7.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Weapons,Handgun,5196276968.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Ammunition,2726090574.0,12.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Weapons,Handgun,2726090574.0,1.0
2023,FEB,Office of Field Operations,Northern Border,Detroit Field Office,OUTBOUND,Land,Ammunition & Gun Parts,Magazine,2726090574.0,1.0
